query6: Parejas de productos que aparecen en más de un carro
   pr_1    |   pr_2    | sum_carros 
 S700_2466 | S18_2581  |         28
 S700_2466 | S18_2625  |         10
 S700_2466 | S18_3029  |         20
 S700_2466 | S18_3856  |         22
 S700_2466 | S24_1578  |          6
 S700_2466 | S24_1785  |         34
 S700_2466 | S24_2000  |         18
 S700_2466 | S24_2360  |          2
 S700_2466 | S24_2841  |         28
 S700_2466 | S24_3151  |          2
 S700_2466 | S24_3420  |         30
 S700_2466 | S24_3816  |         14
 S700_2466 | S24_3949  |         48
 S700_2466 | S24_4278  |         36
 S700_2466 | S32_1374  |         22
 S700_2466 | S32_4289  |         38
 S700_2466 | S32_4485  |          2
 S700_2466 | S50_1341  |         42
 S700_2466 | S50_4713  |          2
 S700_2466 | S700_1138 |          2
 S700_2466 | S700_1691 |         42
 S700_2466 | S700_2047 |         28
 S700_2610 | S10_2016  |          2
 S700_2610 | S10_4698  |          2
 S700_2610 | S10_4757  |         32
 S700_2610 | S12_1108  |          8
 S700_2610 | S12_3148  |          6
 S700_2610 | S12_3891  |          8
 S700_2610 | S18_1662  |         18
 S700_2610 | S18_2581  |          8
 S700_2610 | S18_2625  |          2
 S700_2610 | S18_3029  |         30
 S700_2610 | S18_3140  |         20
 S700_2610 | S18_3259  |         20
 S700_2610 | S18_3856  |         22
 S700_2610 | S18_4027  |          4
 S700_2610 | S18_4522  |         26
 S700_2610 | S24_1578  |          2
 S700_2610 | S24_1785  |          8
 S700_2610 | S24_2011  |         30
 S700_2610 | S24_2841  |         18
 S700_2610 | S24_3151  |         44
 S700_2610 | S24_3420  |         16
 S700_2610 | S24_3816  |         32
 S700_2610 | S24_3949  |         14
 S700_2610 | S24_4278  |          2
 S700_2610 | S32_3207  |          4
 S700_2610 | S32_4289  |          2
 S700_2610 | S50_1341  |          4
 S700_2610 | S50_1392  |          2
 S700_2610 | S50_1514  |          8
 S700_2610 | S700_1138 |         42
 S700_2610 | S700_1691 |          4
 S700_2610 | S700_1938 |         24
 S700_2610 | S700_2047 |         20
 S700_2610 | S700_2466 |          8
 S700_2824 | S10_1949  |         28
 S700_2824 | S10_4962  |         34
 S700_2824 | S12_1108  |          8
 S700_2824 | S12_1666  |         36
 S700_2824 | S12_3148  |         12
 S700_2824 | S12_3891  |          4
 S700_2824 | S12_4473  |         18
 S700_2824 | S18_1097  |         30
 S700_2824 | S18_1342  |          2
 S700_2824 | S18_1367  |          4
 S700_2824 | S18_2238  |         12
 S700_2824 | S18_2319  |         16
 S700_2824 | S18_2325  |          2
 S700_2824 | S18_2432  |         22
 S700_2824 | S18_2795  |          2
 S700_2824 | S18_2949  |         16
 S700_2824 | S18_2957  |         14
 S700_2824 | S18_3136  |         16
 S700_2824 | S18_3140  |          2
 S700_2824 | S18_3232  |         14
 S700_2824 | S18_3259  |          2
 S700_2824 | S18_3320  |         10
 S700_2824 | S18_4027  |          4
 S700_2824 | S18_4600  |         38
 S700_2824 | S18_4668  |         44
 S700_2824 | S24_1444  |          8
 S700_2824 | S24_1937  |          2
 S700_2824 | S24_2022  |          2
 S700_2824 | S24_2300  |         34
 S700_2824 | S24_2840  |         14
 S700_2824 | S24_4048  |          4
 S700_2824 | S24_4258  |         20
 S700_2824 | S32_1268  |         42
 S700_2824 | S32_2509  |         12
 S700_2824 | S32_3207  |          4
 S700_2824 | S32_3522  |         50
 S700_2824 | S50_1392  |          4
 S700_2834 | S10_1678  |         22
 S700_2834 | S10_2016  |         26
 S700_2834 | S10_4698  |         24
 S700_2834 | S12_1099  |          2
 S700_2834 | S12_2823  |         10
 S700_2834 | S18_1662  |         10
 S700_2834 | S18_2581  |         42
 S700_2834 | S18_2625  |         22
 S700_2834 | S18_3029  |          4
 S700_2834 | S18_3856  |          6
 S700_2834 | S24_1578  |         18
 S700_2834 | S24_1785  |         40
 S700_2834 | S24_2000  |         32
 S700_2834 | S24_2360  |          6
 S700_2834 | S24_2841  |          6
 S700_2834 | S24_3420  |          8
 S700_2834 | S24_3949  |         24
 S700_2834 | S24_4278  |         48
 S700_2834 | S32_1374  |         46
 S700_2834 | S32_2206  |          4
 S700_2834 | S32_4289  |         46
 S700_2834 | S32_4485  |          6
 S700_2834 | S50_1341  |         40
 S700_2834 | S50_4713  |          6
 S700_2834 | S700_1691 |         40
 S700_2834 | S700_2047 |          8
 S700_2834 | S700_2466 |         30
 S700_3167 | S10_1678  |         12
 S700_3167 | S10_2016  |         14
 S700_3167 | S10_4698  |         12
 S700_3167 | S10_4757  |          6
 S700_3167 | S12_1099  |          4
 S700_3167 | S12_2823  |          4
 S700_3167 | S12_3380  |          2
 S700_3167 | S12_3990  |          2
 S700_3167 | S12_4675  |          2
 S700_3167 | S18_1662  |         24
 S700_3167 | S18_2581  |         34
 S700_3167 | S18_2625  |         12
 S700_3167 | S18_3029  |         16
 S700_3167 | S18_3856  |         18
 S700_3167 | S24_1578  |          8
 S700_3167 | S24_1785  |         40
 S700_3167 | S24_2000  |         18
 S700_3167 | S24_2360  |          4
 S700_3167 | S24_2841  |         20
 S700_3167 | S24_3420  |         22
 S700_3167 | S24_3816  |         10
 S700_3167 | S24_3949  |         40
 S700_3167 | S24_4278  |         40
 S700_3167 | S32_1374  |         26
 S700_3167 | S32_4289  |         42
 S700_3167 | S32_4485  |          4
 S700_3167 | S50_1341  |         48
 S700_3167 | S50_4713  |          4
 S700_3167 | S700_1691 |         48
 S700_3167 | S700_2047 |         20
 S700_3167 | S700_2466 |         44
 S700_3167 | S700_2610 |          6
 S700_3167 | S700_2834 |         34
 S700_3505 | S10_4757  |         28
 S700_3505 | S12_1108  |         12
 S700_3505 | S12_3148  |         10
 S700_3505 | S12_3891  |         12
 S700_3505 | S18_1662  |         12
 S700_3505 | S18_2581  |          6
 S700_3505 | S18_3029  |         24
 S700_3505 | S18_3140  |         26
 S700_3505 | S18_3259  |         26
 S700_3505 | S18_3856  |         16
 S700_3505 | S18_4027  |          8
 S700_3505 | S18_4522  |         36
 S700_3505 | S24_1785  |          4
 S700_3505 | S24_2011  |         40
 S700_3505 | S24_2841  |         10
 S700_3505 | S24_3151  |         40
 S700_3505 | S24_3420  |          8
 S700_3505 | S24_3816  |         24
 S700_3505 | S24_3949  |          6
 S700_3505 | S24_4278  |          2
 S700_3505 | S32_3207  |          6
 S700_3505 | S50_1392  |          2
 S700_3505 | S50_1514  |         14
 S700_3505 | S700_1138 |         42
 S700_3505 | S700_1938 |         32
 S700_3505 | S700_2047 |         12
 S700_3505 | S700_2466 |          4
 S700_3505 | S700_2610 |         42
 S700_3505 | S700_3167 |          2
 S700_3962 | S10_4757  |         26
 S700_3962 | S12_1108  |         14
 S700_3962 | S12_3148  |         12
 S700_3962 | S12_3891  |         14
 S700_3962 | S18_1662  |         12
 S700_3962 | S18_2581  |          6
 S700_3962 | S18_3029  |         24
 S700_3962 | S18_3140  |         28
 S700_3962 | S18_3259  |         28
 S700_3962 | S18_3856  |         16
 S700_3962 | S18_4027  |         10
 S700_3962 | S18_4522  |         38
 S700_3962 | S24_1785  |          4
 S700_3962 | S24_2011  |         42
 S700_3962 | S24_2841  |         10
 S700_3962 | S24_3151  |         38
 S700_3962 | S24_3420  |          8
 S700_3962 | S24_3816  |         24
 S700_3962 | S24_3949  |          6
 S700_3962 | S24_4278  |          2
 S700_3962 | S32_3207  |          6
 S700_3962 | S50_1392  |          2
 S700_3962 | S50_1514  |         16
 S700_3962 | S700_1138 |         40
 S700_3962 | S700_1938 |         34
 S700_3962 | S700_2047 |         12
 S700_3962 | S700_2466 |          4
 S700_3962 | S700_2610 |         40
 S700_3962 | S700_3167 |          2
 S700_3962 | S700_3505 |         50
 S700_4002 | S10_1678  |          6
 S700_4002 | S10_2016  |         12
 S700_4002 | S10_4698  |         10
 S700_4002 | S10_4757  |         14
 S700_4002 | S18_1662  |         36
 S700_4002 | S18_2581  |         28
 S700_4002 | S18_2625  |         10
 S700_4002 | S18_3029  |         24
 S700_4002 | S18_3856  |         26
 S700_4002 | S24_1578  |          6
 S700_4002 | S24_1785  |         34
 S700_4002 | S24_2000  |         12
 S700_4002 | S24_2841  |         34
 S700_4002 | S24_3151  |          8
 S700_4002 | S24_3420  |         36
 S700_4002 | S24_3816  |         20
 S700_4002 | S24_3949  |         54
 S700_4002 | S24_4278  |         30
 S700_4002 | S32_1374  |         16
 S700_4002 | S32_4289  |         32
 S700_4002 | S50_1341  |         36
 S700_4002 | S700_1138 |          8
 S700_4002 | S700_1691 |         36
 S700_4002 | S700_2047 |         34
 S700_4002 | S700_2466 |         50
 S700_4002 | S700_2610 |         14
 S700_4002 | S700_2834 |         24
 S700_4002 | S700_3167 |         40
 S700_4002 | S700_3505 |          6
 S700_4002 | S700_3962 |          6
 S72_1253  | S10_1678  |          4
 S72_1253  | S10_2016  |          6
 S72_1253  | S10_4698  |          4
 S72_1253  | S10_4757  |         30
 S72_1253  | S12_1099  |          2
 S72_1253  | S12_2823  |          2
 S72_1253  | S12_3380  |          2
 S72_1253  | S12_3990  |          2
 S72_1253  | S12_4675  |          2
 S72_1253  | S18_1662  |         38
 S72_1253  | S18_1889  |          2
 S72_1253  | S18_2581  |          8
 S72_1253  | S18_2625  |          4
 S72_1253  | S18_3029  |         40
 S72_1253  | S18_3278  |          2
 S72_1253  | S18_3856  |         44
 S72_1253  | S18_4522  |          4
 S72_1253  | S24_1578  |          4
 S72_1253  | S24_1785  |         12
 S72_1253  | S24_2000  |          2
 S72_1253  | S24_2011  |          6
 S72_1253  | S24_2841  |         46
 S72_1253  | S24_3151  |         14
 S72_1253  | S24_3420  |         48
 S72_1253  | S24_3816  |         36
 S72_1253  | S24_3949  |         30
 S72_1253  | S24_4278  |          8
 S72_1253  | S32_1374  |          2
 S72_1253  | S32_4289  |         10
 S72_1253  | S50_1341  |         14
 S72_1253  | S700_1138 |         14
 S72_1253  | S700_1691 |         14
 S72_1253  | S700_2047 |         54
 S72_1253  | S700_2466 |         26
 S72_1253  | S700_2610 |         20
 S72_1253  | S700_2834 |          6
 S72_1253  | S700_3167 |         18
 S72_1253  | S700_3505 |         12
 S72_1253  | S700_3962 |         12
 S72_1253  | S700_4002 |         32
 S72_3212  | S10_4757  |         26
 S72_3212  | S12_1108  |         16
 S72_3212  | S12_3148  |         14
 S72_3212  | S12_3891  |         16
 S72_3212  | S18_1662  |         12
 S72_3212  | S18_2581  |          6
 S72_3212  | S18_3029  |         24
 S72_3212  | S18_3140  |         30
 S72_3212  | S18_3259  |         30
 S72_3212  | S18_3856  |         16
 S72_3212  | S18_4027  |         10
 S72_3212  | S18_4522  |         40
 S72_3212  | S24_1785  |          4
 S72_3212  | S24_2011  |         44
 S72_3212  | S24_2841  |         10
 S72_3212  | S24_3151  |         38
 S72_3212  | S24_3420  |          8
 S72_3212  | S24_3816  |         24
 S72_3212  | S24_3949  |          6
 S72_3212  | S24_4278  |          2
 S72_3212  | S32_3207  |          6
 S72_3212  | S50_1392  |          2
 S72_3212  | S50_1514  |         16
 S72_3212  | S700_1138 |         40
 S72_3212  | S700_1938 |         36
 S72_3212  | S700_2047 |         12
 S72_3212  | S700_2466 |          4
 S72_3212  | S700_2610 |         40
 S72_3212  | S700_3167 |          2
 S72_3212  | S700_3505 |         50
 S72_3212  | S700_3962 |         52
 S72_3212  | S700_4002 |          6
 S72_3212  | S72_1253  |         12
(1862 filas)

